1286,Cambus 1991,50.5,70,155
1287,North British 1991,50.1,70,104
1288,Dumbarton 2000,51.5,70,117
1289,Strathclyde 1987,47.9,70,252
1290,Port Dundas 2004,48.4,70,105
1291,Haig Club,40,70,46.95
1292,Personalised Single Grain 30 Year Old,47.2,70,200
1293,Compass Box Hedonism,43,70,67.5
1294,North British 1991,54.2,70,130
1295,Cambus 1982,41.3,70,447
1296,Invergordon 2002,51.5,70,76.95
1297,Cameronbridge 1991,49.6,70,237
1298,Arbikie Highland Rye 1794,48,70,87.5
1299,Inchdairnie Ryelaw 2017 Single Grain,46.3,70,109
1300,Loch Lomond Distiller's Choice Grain,48.8,70,49.95
1301,Port Dundas 2006,43,70,39.95
1302,North British 2008,43,70,32.25
1303,Dumbarton 1989,47.1,70,262
1304,Girvan 1989,51.8,70,199
1305,Haig Club Clubman,40,70,23.95
1306,Loch Lomond Single Grain,46,70,28.95
1307,Caledonian 1987 Rare Auld,52.7,70,435
1308,North British 1988,51.5,70,210
1309,Girvan 2002,51.5,70,94.95
1310,Cambus 1991,50.5,70,155
1311,North British 1991,50.1,70,104
1312,Dumbarton 2000,51.5,70,117
1313,Strathclyde 1987,47.9,70,252
1314,Port Dundas 2004,48.4,70,105
1315,Loch Lomond Grain 1995,51.5,70,142
1316,Cambus 31 Year Old,46.2,70,301
1317,Port Dundas 1996,56.2,70,130
1318,Dumbarton 1974,43,70,450
1319,Caledonian 1987,54.9,70,277
1320,Invergordon 1988,51.9,70,172
1321,Girvan 2006,59.2,70,61.95
1322,Cambus 1988,46.1,70,201
1323,The Whisky Trail Silhouettes Series Set,57.1,280,499
1324,Invergordon 1988,48.9,70,177
1325,Compass Box Experimental Grain,46,70,102
1326,Port Dundas 2000,58.6,70,91.95
1327,Spearhead Single Grain Whisky,43,70,34.75
1328,Arbikie Highland Rye 4 Year Old,46,70,244
1329,Tweeddale Peated Grain Of Truth,50,70,51.95
1330,Invergordon 1974,47.6,70,250
1331,Strathclyde 2006,62.2,50,46.5
1332,Carsebridge 1982,50.8,70,352
1333,Strathcolm Extra Special,40,70,28.25
1334,Girvan Patent Still,57.1,70,77.75
1335,Girvan Patent Still 30 Year Old,42,70,387
1336,Ballantine's Vitality,43,50,150
1337,Invergordon 10 Year Old,43,70,57.75
1338,Cameronbridge 1959,53.2,70,700
1339,Haig Club,40,70,46.95
1340,Personalised Single Grain 30 Year Old,47.2,70,200
1341,Compass Box Hedonism,43,70,67.5
1342,North British 1991,54.2,70,130
1343,Cambus 1982,41.3,70,447
1344,Invergordon 2002,51.5,70,76.95
1345,Cameronbridge 1991,49.6,70,237
1346,Arbikie Highland Rye 1794,48,70,87.5
1347,Inchdairnie Ryelaw 2017 Single Grain,46.3,70,109
1348,Loch Lomond Distiller's Choice Grain,48.8,70,49.95
1349,Port Dundas 2006,43,70,39.95
1350,North British 2008,43,70,32.25
1351,Dumbarton 1989,47.1,70,262
1352,Girvan 1989,51.8,70,199
1353,Haig Club Clubman,40,70,23.95
1354,Loch Lomond Single Grain,46,70,28.95
1355,Caledonian 1987 Rare Auld,52.7,70,435
1356,North British 1988,51.5,70,210
1357,Girvan 2002,51.5,70,94.95
1358,Cambus 1991,50.5,70,155
1359,North British 1991,50.1,70,104
1360,Dumbarton 2000,51.5,70,117
1361,Strathclyde 1987,47.9,70,252
1362,Port Dundas 2004,48.4,70,105
1363,Haig Club,40,70,46.95
1364,Personalised Single Grain 30 Year Old,47.2,70,200
1365,Compass Box Hedonism,43,70,67.5
1366,North British 1991,54.2,70,130
1367,Cambus 1982,41.3,70,447
1368,Invergordon 2002,51.5,70,76.95
1369,Cameronbridge 1991,49.6,70,237
1370,Arbikie Highland Rye 1794,48,70,87.5
1371,Inchdairnie Ryelaw 2017 Single Grain,46.3,70,109
1372,Loch Lomond Distiller's Choice Grain,48.8,70,49.95
1373,Port Dundas 2006,43,70,39.95
1374,North British 2008,43,70,32.25
1375,Dumbarton 1989,47.1,70,262
1376,Girvan 1989,51.8,70,199
1377,Haig Club Clubman,40,70,23.95
1378,Loch Lomond Single Grain,46,70,28.95
1379,Caledonian 1987 Rare Auld,52.7,70,435
1380,North British 1988,51.5,70,210
1381,Girvan 2002,51.5,70,94.95
1382,Cambus 1991,50.5,70,155
1383,North British 1991,50.1,70,104
1384,Dumbarton 2000,51.5,70,117
1385,Strathclyde 1987,47.9,70,252
1386,Port Dundas 2004,48.4,70,105
1387,Haig Club,40,70,46.95
1388,Personalised Single Grain 30 Year Old,47.2,70,200
1389,Compass Box Hedonism,43,70,67.5
1390,North British 1991,54.2,70,130
1391,Cambus 1982,41.3,70,447
1392,Invergordon 2002,51.5,70,76.95
1393,Cameronbridge 1991,49.6,70,237
1394,Arbikie Highland Rye 1794,48,70,87.5
1395,Inchdairnie Ryelaw 2017 Single Grain,46.3,70,109
1396,Loch Lomond Distiller's Choice Grain,48.8,70,49.95
1397,Port Dundas 2006,43,70,39.95
1398,North British 2008,43,70,32.25
1399,Dumbarton 1989,47.1,70,262
1400,Girvan 1989,51.8,70,199
1401,Haig Club Clubman,40,70,23.95
1402,Loch Lomond Single Grain,46,70,28.95
1403,Caledonian 1987 Rare Auld,52.7,70,435
1404,North British 1988,51.5,70,210
1405,Girvan 2002,51.5,70,94.95
1406,Cambus 1991,50.5,70,155
1407,North British 1991,50.1,70,104
1408,Dumbarton 2000,51.5,70,117
1409,Strathclyde 1987,47.9,70,252
1410,Port Dundas 2004,48.4,70,105
1411,Royal Salute 21 Year Old Signature Blend,40,70,139
1412,Bell's Christmas 1988,43,75,250
1413,Bell's Old Brown Decanter,40,20,299
1414,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1415,Bell's Hawaii,43,75,250
1416,Glengoyne 15 Year Old,43,100,450
1417,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1418,Grant's Castle Grant,43,75,250
1419,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1420,Glenfiddich 21 Year Old,43,75,"1,000"
1421,Glenfarclas 1955 Decanter,43,75,"7,500"
1422,Dalmore 50 Year Old,52,70,"85,000"
1423,Royal Salute 25 Year Old,40,70,"2,500"
1424,Friar John Cor,43,100,350
1425,Famous Grouse Highland Decanter,40,70,199
1426,Bell's Prince Henry (1984),40,50,99.95
1427,Bell's 150 Years of Bell's,40,18.75,399
1428,Bell's Princess Beatrice (1988),43,75,59.95
1429,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1430,Royal Salute 21 Year Old Signature Blend,40,70,139
1431,Bell's Christmas 1988,43,75,250
1432,Bell's Old Brown Decanter,40,20,299
1433,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1434,Bell's Hawaii,43,75,250
1435,Glengoyne 15 Year Old,43,100,450
1436,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1437,Grant's Castle Grant,43,75,250
1438,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1439,Glenfiddich 21 Year Old,43,75,"1,000"
1440,Glenfarclas 1955 Decanter,43,75,"7,500"
1441,Dalmore 50 Year Old,52,70,"85,000"
1442,Royal Salute 25 Year Old,40,70,"2,500"
1443,Friar John Cor,43,100,350
1444,Famous Grouse Highland Decanter,40,70,199
1445,Bell's Prince Henry (1984),40,50,99.95
1446,Bell's 150 Years of Bell's,40,18.75,399
1447,Bell's Princess Beatrice (1988),43,75,59.95
1448,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1449,Royal Salute 21 Year Old Signature Blend,40,70,139
1450,Bell's Christmas 1988,43,75,250
1451,Bell's Old Brown Decanter,40,20,299
1452,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1453,Bell's Hawaii,43,75,250
1454,Glengoyne 15 Year Old,43,100,450
1455,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1456,Grant's Castle Grant,43,75,250
1457,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1458,Glenfiddich 21 Year Old,43,75,"1,000"
1459,Glenfarclas 1955 Decanter,43,75,"7,500"
1460,Dalmore 50 Year Old,52,70,"85,000"
1461,Royal Salute 25 Year Old,40,70,"2,500"
1462,Friar John Cor,43,100,350
1463,Famous Grouse Highland Decanter,40,70,199
1464,Bell's Prince Henry (1984),40,50,99.95
1465,Bell's 150 Years of Bell's,40,18.75,399
1466,Bell's Princess Beatrice (1988),43,75,59.95
1467,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1468,Royal Salute 21 Year Old Signature Blend,40,70,139
1469,Bell's Christmas 1988,43,75,250
1470,Bell's Old Brown Decanter,40,20,299
1471,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1472,Bell's Hawaii,43,75,250
1473,Glengoyne 15 Year Old,43,100,450
1474,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1475,Grant's Castle Grant,43,75,250
1476,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1477,Glenfiddich 21 Year Old,43,75,"1,000"
1478,Glenfarclas 1955 Decanter,43,75,"7,500"
1479,Dalmore 50 Year Old,52,70,"85,000"
1480,Royal Salute 25 Year Old,40,70,"2,500"
1481,Friar John Cor,43,100,350
1482,Famous Grouse Highland Decanter,40,70,199
1483,Bell's Prince Henry (1984),40,50,99.95
1484,Bell's 150 Years of Bell's,40,18.75,399
1485,Bell's Princess Beatrice (1988),43,75,59.95
1486,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1487,Royal Salute 21 Year Old Signature Blend,40,70,139
1488,Bell's Christmas 1988,43,75,250
1489,Bell's Old Brown Decanter,40,20,299
1490,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1491,Bell's Hawaii,43,75,250
1492,Glengoyne 15 Year Old,43,100,450
1493,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1494,Grant's Castle Grant,43,75,250
1495,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1496,Glenfiddich 21 Year Old,43,75,"1,000"
1497,Glenfarclas 1955 Decanter,43,75,"7,500"
1498,Dalmore 50 Year Old,52,70,"85,000"
1499,Royal Salute 25 Year Old,40,70,"2,500"
1500,Friar John Cor,43,100,350
1501,Famous Grouse Highland Decanter,40,70,199
1502,Bell's Prince Henry (1984),40,50,99.95
1503,Bell's 150 Years of Bell's,40,18.75,399
1504,Bell's Princess Beatrice (1988),43,75,59.95
1505,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1506,Royal Salute 21 Year Old Signature Blend,40,70,139
1507,Bell's Christmas 1988,43,75,250
1508,Bell's Old Brown Decanter,40,20,299
1509,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1510,Bell's Hawaii,43,75,250
1511,Glengoyne 15 Year Old,43,100,450
1512,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1513,Grant's Castle Grant,43,75,250
1514,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1515,Glenfiddich 21 Year Old,43,75,"1,000"
1516,Glenfarclas 1955 Decanter,43,75,"7,500"
1517,Dalmore 50 Year Old,52,70,"85,000"
1518,Royal Salute 25 Year Old,40,70,"2,500"
1519,Friar John Cor,43,100,350
1520,Famous Grouse Highland Decanter,40,70,199
1521,Bell's Prince Henry (1984),40,50,99.95
1522,Bell's 150 Years of Bell's,40,18.75,399
1523,Bell's Princess Beatrice (1988),43,75,59.95
1524,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1525,Royal Salute 21 Year Old Signature Blend,40,70,139
1526,Bell's Christmas 1988,43,75,250
1527,Bell's Old Brown Decanter,40,20,299
1528,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1529,Bell's Hawaii,43,75,250
1530,Glengoyne 15 Year Old,43,100,450
1531,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1532,Grant's Castle Grant,43,75,250
1533,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1534,Glenfiddich 21 Year Old,43,75,"1,000"
1535,Glenfarclas 1955 Decanter,43,75,"7,500"
1536,Dalmore 50 Year Old,52,70,"85,000"
1537,Royal Salute 25 Year Old,40,70,"2,500"
1538,Friar John Cor,43,100,350
1539,Famous Grouse Highland Decanter,40,70,199
1540,Bell's Prince Henry (1984),40,50,99.95
1541,Bell's 150 Years of Bell's,40,18.75,399
1542,Bell's Princess Beatrice (1988),43,75,59.95
1543,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1544,Royal Salute 21 Year Old Signature Blend,40,70,139
1545,Bell's Christmas 1988,43,75,250
1546,Bell's Old Brown Decanter,40,20,299
1547,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1548,Bell's Hawaii,43,75,250
1549,Glengoyne 15 Year Old,43,100,450
1550,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1551,Grant's Castle Grant,43,75,250
1552,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1553,Glenfiddich 21 Year Old,43,75,"1,000"
1554,Glenfarclas 1955 Decanter,43,75,"7,500"
1555,Dalmore 50 Year Old,52,70,"85,000"
1556,Royal Salute 25 Year Old,40,70,"2,500"
1557,Friar John Cor,43,100,350
1558,Famous Grouse Highland Decanter,40,70,199
1559,Bell's Prince Henry (1984),40,50,99.95
1560,Bell's 150 Years of Bell's,40,18.75,399
1561,Bell's Princess Beatrice (1988),43,75,59.95
1562,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1563,Royal Salute 21 Year Old Signature Blend,40,70,139
1564,Bell's Christmas 1988,43,75,250
1565,Bell's Old Brown Decanter,40,20,299
1566,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1567,Bell's Hawaii,43,75,250
1568,Glengoyne 15 Year Old,43,100,450
1569,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1570,Grant's Castle Grant,43,75,250
1571,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1572,Glenfiddich 21 Year Old,43,75,"1,000"
1573,Glenfarclas 1955 Decanter,43,75,"7,500"
1574,Dalmore 50 Year Old,52,70,"85,000"
1575,Royal Salute 25 Year Old,40,70,"2,500"
1576,Friar John Cor,43,100,350
1577,Famous Grouse Highland Decanter,40,70,199
1578,Bell's Prince Henry (1984),40,50,99.95
1579,Bell's 150 Years of Bell's,40,18.75,399
1580,Bell's Princess Beatrice (1988),43,75,59.95
1581,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1582,Royal Salute 21 Year Old Signature Blend,40,70,139
1583,Bell's Christmas 1988,43,75,250
1584,Bell's Old Brown Decanter,40,20,299
1585,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1586,Bell's Hawaii,43,75,250
1587,Glengoyne 15 Year Old,43,100,450
1588,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1589,Grant's Castle Grant,43,75,250
1590,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1591,Glenfiddich 21 Year Old,43,75,"1,000"
1592,Glenfarclas 1955 Decanter,43,75,"7,500"
1593,Dalmore 50 Year Old,52,70,"85,000"
1594,Royal Salute 25 Year Old,40,70,"2,500"
1595,Friar John Cor,43,100,350
1596,Famous Grouse Highland Decanter,40,70,199
1597,Bell's Prince Henry (1984),40,50,99.95
1598,Bell's 150 Years of Bell's,40,18.75,399
1599,Bell's Princess Beatrice (1988),43,75,59.95
1600,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1601,Royal Salute 21 Year Old Signature Blend,40,70,139
1602,Bell's Christmas 1988,43,75,250
1603,Bell's Old Brown Decanter,40,20,299
1604,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1605,Bell's Hawaii,43,75,250
1606,Glengoyne 15 Year Old,43,100,450
1607,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1608,Grant's Castle Grant,43,75,250
1609,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1610,Glenfiddich 21 Year Old,43,75,"1,000"
1611,Glenfarclas 1955 Decanter,43,75,"7,500"
1612,Dalmore 50 Year Old,52,70,"85,000"
1613,Royal Salute 25 Year Old,40,70,"2,500"
1614,Friar John Cor,43,100,350
1615,Famous Grouse Highland Decanter,40,70,199
1616,Bell's Prince Henry (1984),40,50,99.95
1617,Bell's 150 Years of Bell's,40,18.75,399
1618,Bell's Princess Beatrice (1988),43,75,59.95
1619,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1620,Royal Salute 21 Year Old Signature Blend,40,70,139
1621,Bell's Christmas 1988,43,75,250
1622,Bell's Old Brown Decanter,40,20,299
1623,Bell's Prince Charles Visit to Cherrybank Garden,43,18.75,299
1624,Bell's Hawaii,43,75,250
1625,Glengoyne 15 Year Old,43,100,450
1626,Macallan 55 Year Old Lalique Crystal Decanter,40.1,70,"150,000"
1627,Grant's Castle Grant,43,75,250
1628,Strathmill Centenary Decanter (1891-1991),43,75,"1,200"
1629,Glenfiddich 21 Year Old,43,75,"1,000"
1630,Glenfarclas 1955 Decanter,43,75,"7,500"
1631,Dalmore 50 Year Old,52,70,"85,000"
1632,Royal Salute 25 Year Old,40,70,"2,500"
1633,Friar John Cor,43,100,350
1634,Famous Grouse Highland Decanter,40,70,199
1635,Bell's Prince Henry (1984),40,50,99.95
1636,Bell's 150 Years of Bell's,40,18.75,399
1637,Bell's Princess Beatrice (1988),43,75,59.95
1638,Bell's Prince Andrew & Miss Ferguson (1986),43,75,59.95
1639,Crown Royal Canadian Whisky,40,70,31.75
1640,Canadian Club,40,70,21.75
1641,Black Velvet Canadian Whisky,40,70,26.75
1642,Canadian Club Classic 12,40,70,38.5
1643,Bearface Triple Oak,42.5,70,33.5
1644,Caribou Crossing,40,75,107
1645,JP Wiser's Dissertation,46.1,75,54.5
1646,Seagram's VO,40,70,29.25
1647,Crown Royal Northern Harvest Rye,45,75,97.75
1648,Canadian Club Reserve 9 Year Old,40,75,54.5
1649,Alberta Premium Cask Strength Rye,63.7,75,148
1650,Canadian Club 1958,43.4,100,275
1651,Pike Creek 10 Year Old,42,70,32.5
1652,Lot 40 Rye,43,70,39.25
1653,8 Seconds Canadian Blended Whisky,40,75,41.95
1654,JP Wiser's 18 Year Old,40,70,49.95
1655,Entrapment 25 Year Old,41,75,375
1656,Lot 40 Dark Oak,48,70,64.95
1657,CEO Private Reserve 12 Year Old,40,75,50.75
1658,Two Brewers Yukon Classic Single Malt,46,70,91.5
1659,Canadian Club,40,75,225
1660,Canadian Club,40,100,175
1661,Canadian Club Whisky 1968,43.4,75,225
1662,Canadian Club Whisky 1968,43.4,75,225
1663,Crown Royal Canadian Whisky,40,70,31.75
1664,Canadian Club,40,70,21.75
1665,Black Velvet Canadian Whisky,40,70,26.75
1666,Canadian Club Classic 12,40,70,38.5
1667,Bearface Triple Oak,42.5,70,33.5
1668,Caribou Crossing,40,75,107
1669,JP Wiser's Dissertation,46.1,75,54.5
1670,Seagram's VO,40,70,29.25
1671,Crown Royal Northern Harvest Rye,45,75,97.75
1672,Canadian Club Reserve 9 Year Old,40,75,54.5
1673,Alberta Premium Cask Strength Rye,63.7,75,148
1674,Canadian Club 1958,43.4,100,275
1675,Pike Creek 10 Year Old,42,70,32.5
1676,Lot 40 Rye,43,70,39.25
1677,8 Seconds Canadian Blended Whisky,40,75,41.95
1678,JP Wiser's 18 Year Old,40,70,49.95
1679,Entrapment 25 Year Old,41,75,375
1680,Lot 40 Dark Oak,48,70,64.95
1681,CEO Private Reserve 12 Year Old,40,75,50.75
1682,Two Brewers Yukon Classic Single Malt,46,70,91.5
1683,Canadian Club,40,75,225
1684,Canadian Club,40,100,175
1685,Canadian Club Whisky 1968,43.4,75,225
1686,Canadian Club Whisky 1968,43.4,75,225
1687,Canadian Club Blended Whisky,40,114,250
1688,Canadian Club Blended Whisky,40,75.7,199
1689,Canadian Club 1967,43.4,75,225
1690,Bush Pilot's 1982,43,75,500
1691,Bush Pilot's 1982,43,75,500
1692,Bush Pilot's 1982,43,75,500
1693,Bush Pilot's 1979,43,75,500
1694,Bush Pilot's 1982,43,75,500
1695,Canadian Club,40,75,225
1696,Gooderham & Worts Little Trinity,45,75,59.95
1697,Stalk & Barrel Blue Blend Canadian Whisky,40,75,28.95
1698,Alberta Springs Canadian Whisky,40,75,250
1699,JP Wiser's 1998 Ex Libris Smaller Hero,64.5,70,213
1700,Pendleton 1910 Rye,40,75,71.75
1701,8 Seconds Black 8 Year Old Whisky,40,75,40.75
1702,Royal Canadian Small Batch,40,75,54.95
1703,Forty Creek Copper Pot Reserve,43,75,71.95
1704,Forty Creek Confederation Oak Reserve,40,75,96.95
1705,JP Wiser's 10 Year Old Triple Barreled,40,70,27.5
1706,Crown Royal Canadian Whisky,40,70,31.75
1707,Canadian Club,40,70,21.75
1708,Black Velvet Canadian Whisky,40,70,26.75
1709,Canadian Club Classic 12,40,70,38.5
1710,Bearface Triple Oak,42.5,70,33.5
1711,Caribou Crossing,40,75,107
1712,JP Wiser's Dissertation,46.1,75,54.5
1713,Seagram's VO,40,70,29.25
1714,Crown Royal Northern Harvest Rye,45,75,97.75
1715,Canadian Club Reserve 9 Year Old,40,75,54.5
1716,Alberta Premium Cask Strength Rye,63.7,75,148
1717,Canadian Club 1958,43.4,100,275
1718,Pike Creek 10 Year Old,42,70,32.5
1719,Lot 40 Rye,43,70,39.25
1720,8 Seconds Canadian Blended Whisky,40,75,41.95
1721,JP Wiser's 18 Year Old,40,70,49.95
1722,Entrapment 25 Year Old,41,75,375
1723,Lot 40 Dark Oak,48,70,64.95
1724,CEO Private Reserve 12 Year Old,40,75,50.75
1725,Two Brewers Yukon Classic Single Malt,46,70,91.5
1726,Canadian Club,40,75,225
1727,Canadian Club,40,100,175
1728,Canadian Club Whisky 1968,43.4,75,225
1729,Canadian Club Whisky 1968,43.4,75,225
1730,Crown Royal Canadian Whisky,40,70,31.75
1731,Canadian Club,40,70,21.75
1732,Black Velvet Canadian Whisky,40,70,26.75
1733,Canadian Club Classic 12,40,70,38.5
1734,Bearface Triple Oak,42.5,70,33.5
1735,Caribou Crossing,40,75,107
1736,JP Wiser's Dissertation,46.1,75,54.5
1737,Seagram's VO,40,70,29.25
1738,Crown Royal Northern Harvest Rye,45,75,97.75
1739,Canadian Club Reserve 9 Year Old,40,75,54.5
1740,Alberta Premium Cask Strength Rye,63.7,75,148
1741,Canadian Club 1958,43.4,100,275
1742,Pike Creek 10 Year Old,42,70,32.5
1743,Lot 40 Rye,43,70,39.25
1744,8 Seconds Canadian Blended Whisky,40,75,41.95
1745,JP Wiser's 18 Year Old,40,70,49.95
1746,Entrapment 25 Year Old,41,75,375
1747,Lot 40 Dark Oak,48,70,64.95
1748,CEO Private Reserve 12 Year Old,40,75,50.75
1749,Two Brewers Yukon Classic Single Malt,46,70,91.5
1750,Canadian Club,40,75,225
1751,Canadian Club,40,100,175
1752,Canadian Club Whisky 1968,43.4,75,225
1753,Canadian Club Whisky 1968,43.4,75,225
1754,Crown Royal Canadian Whisky,40,70,31.75
1755,Canadian Club,40,70,21.75
1756,Black Velvet Canadian Whisky,40,70,26.75
1757,Canadian Club Classic 12,40,70,38.5
1758,Bearface Triple Oak,42.5,70,33.5
1759,Caribou Crossing,40,75,107
1760,JP Wiser's Dissertation,46.1,75,54.5
1761,Seagram's VO,40,70,29.25
1762,Crown Royal Northern Harvest Rye,45,75,97.75
1763,Canadian Club Reserve 9 Year Old,40,75,54.5
1764,Alberta Premium Cask Strength Rye,63.7,75,148
1765,Canadian Club 1958,43.4,100,275
1766,Pike Creek 10 Year Old,42,70,32.5
1767,Lot 40 Rye,43,70,39.25
1768,8 Seconds Canadian Blended Whisky,40,75,41.95
1769,JP Wiser's 18 Year Old,40,70,49.95
1770,Entrapment 25 Year Old,41,75,375
1771,Lot 40 Dark Oak,48,70,64.95
1772,CEO Private Reserve 12 Year Old,40,75,50.75
1773,Two Brewers Yukon Classic Single Malt,46,70,91.5
1774,Canadian Club,40,75,225
1775,Canadian Club,40,100,175
1776,Canadian Club Whisky 1968,43.4,75,225
1777,Canadian Club Whisky 1968,43.4,75,225
1778,Indri Trini Three Wood Indian Single Malt,46,70,39.5
1779,Rampur Double Cask Single Malt Whisky,45,70,62.5
1780,Amrut Single Malt (46%),46,70,50.25
1781,Amrut Bagheera Sherry Cask Finish,46,70,66.5
1782,Amrut Fusion,50,70,62.95
1783,Paul John Pedro Ximenez Select Cask,48,70,94.5
1784,Kamet Indian Single Malt Whisky,46,70,54.95
1785,Amrut Spectrum 004,50,70,167
1786,Amrut Neidhal,46,70,99.95
1787,Amrut Peated Port Pipe 2013,60,70,202
1788,Paul John Oloroso Select Cask,48,70,78.5
1789,Paul John Nirvana,40,70,34.75
1790,Rampur Asava,45,70,68.75
1791,Paul John Kanya,50,70,212
1792,Amrut Raj Igala,40,70,51.75
1793,Paul John Peated Select Cask,55.5,70,78.25
1794,Paul John Brilliance,46,70,45.25
1795,Paul John Edited,46,70,45.25
1796,Amrut Cask Strength,61.8,70,76.95
1797,Amrut Peated,46,70,63.95
1798,Paul John 2015,58.9,70,152
1799,Paul John 2016,57.6,70,95.95
1800,Paul John 2016,57.1,70,86.95
1801,Amrut Fusion X,50,70,332
1802,Indri Trini Three Wood Indian Single Malt,46,70,39.5
1803,Rampur Double Cask Single Malt Whisky,45,70,62.5
1804,Amrut Single Malt (46%),46,70,50.25
1805,Amrut Bagheera Sherry Cask Finish,46,70,66.5
1806,Amrut Fusion,50,70,62.95
1807,Paul John Pedro Ximenez Select Cask,48,70,94.5
1808,Kamet Indian Single Malt Whisky,46,70,54.95
1809,Amrut Spectrum 004,50,70,167
1810,Amrut Neidhal,46,70,99.95
1811,Amrut Peated Port Pipe 2013,60,70,202
1812,Paul John Oloroso Select Cask,48,70,78.5
1813,Paul John Nirvana,40,70,34.75
1814,Rampur Asava,45,70,68.75
1815,Paul John Kanya,50,70,212
1816,Amrut Raj Igala,40,70,51.75
1817,Paul John Peated Select Cask,55.5,70,78.25
1818,Paul John Brilliance,46,70,45.25
1819,Paul John Edited,46,70,45.25
1820,Amrut Cask Strength,61.8,70,76.95
1821,Amrut Peated,46,70,63.95
1822,Paul John 2015,58.9,70,152
1823,Paul John 2016,57.6,70,95.95
1824,Paul John 2016,57.1,70,86.95
1825,Amrut Fusion X,50,70,332
1826,Paul John Mithuna,58,70,212
1827,Amrut Triparva,50,70,145
1828,Amrut Greedy Angels 10 Year Old,57.1,70,800
1829,Amrut Kadhambam,50,70,137
1830,Amrut Double Cask,46,70,167
1831,Paul John Bold,46,70,44.95
1832,Paul John Classic Select Cask,55.2,70,73.25
1833,Amrut Peated Cask Strength,62.8,70,88.95
1834,Indri Trini Three Wood Indian Single Malt,46,70,39.5
1835,Rampur Double Cask Single Malt Whisky,45,70,62.5
1836,Amrut Single Malt (46%),46,70,50.25
1837,Amrut Bagheera Sherry Cask Finish,46,70,66.5
1838,Amrut Fusion,50,70,62.95
1839,Paul John Pedro Ximenez Select Cask,48,70,94.5
1840,Kamet Indian Single Malt Whisky,46,70,54.95
1841,Amrut Spectrum 004,50,70,167
1842,Amrut Neidhal,46,70,99.95
1843,Amrut Peated Port Pipe 2013,60,70,202
1844,Paul John Oloroso Select Cask,48,70,78.5
1845,Paul John Nirvana,40,70,34.75
1846,Rampur Asava,45,70,68.75
1847,Paul John Kanya,50,70,212
1848,Amrut Raj Igala,40,70,51.75
1849,Paul John Peated Select Cask,55.5,70,78.25
1850,Paul John Brilliance,46,70,45.25
1851,Paul John Edited,46,70,45.25
1852,Amrut Cask Strength,61.8,70,76.95
1853,Amrut Peated,46,70,63.95
1854,Paul John 2015,58.9,70,152
1855,Paul John 2016,57.6,70,95.95
1856,Paul John 2016,57.1,70,86.95
