,payment_id,date,customer_id,employee_id,product_id,price
2684,551862,1997-07-09,70533,3540,4485,25.5
2685,640849,1997-07-09,250499,575,2485,5.75
2686,453141,1997-07-10,152520,1961,3550,99.95
2687,136965,1997-07-10,487641,2843,2862,2500.0
2688,549989,1997-07-11,724422,2607,4247,87.25
2689,318794,1997-07-12,389863,2176,3377,115.0
2690,930587,1997-07-12,312641,1768,285,49.95
2691,671548,1997-07-12,148627,497,2571,5.75
2692,359159,1997-07-13,60899,3531,289,7.25
2693,484844,1997-07-14,511663,2988,189,34.75
2694,546964,1997-07-15,516407,2176,1225,65.5
2695,470941,1997-07-17,107629,2838,2270,102.0
2696,334132,1997-07-19,610253,1248,4548,66.5
2697,135224,1997-07-19,466441,2290,3878,49.5
2698,9588,1997-07-20,925716,779,877,250.0
2699,420265,1997-07-21,11031,2173,2886,50.5
2700,876964,1997-07-21,715049,2182,3987,84.5
2701,755470,1997-07-22,406448,1975,2324,61.75
2702,389940,1997-07-22,735662,2046,312,91.5
2703,35518,1997-07-26,5303,3412,4328,91.95
2704,905350,1997-07-26,794090,841,4059,5.75
2705,914078,1997-07-27,325716,2079,1600,37.75
2706,170741,1997-07-28,925064,3540,598,5.75
2707,749951,1997-07-28,102114,3561,1743,52.95
2708,322858,1997-07-28,719448,3508,346,122.0
2709,335438,1997-07-29,612980,3136,2631,4.25
2710,723719,1997-07-30,220076,2306,750,21.95
2711,166477,1997-07-30,967387,3417,3457,61.75
2712,831627,1997-07-31,310393,3360,876,49.95
2713,8717,1997-07-31,776343,69,1621,250.0
2714,819123,1997-08-03,50158,2182,2713,250.0
2715,447566,1997-08-04,20042,2282,2495,40.95
2716,518927,1997-08-06,59293,3146,3190,49.95
2717,247915,1997-08-06,942090,2033,3222,5.95
2718,362505,1997-08-08,389492,2079,4323,26.5
2719,534313,1997-08-09,115215,1490,914,49.95
2720,888498,1997-08-09,340454,2079,639,34.75
2721,903587,1997-08-10,972825,2182,4326,5.25
2722,96642,1997-08-10,16072,1213,1143,195.0
2723,855469,1997-08-10,245640,1384,498,49.75
2724,574175,1997-08-11,860420,3146,2599,46.5
2725,39938,1997-08-11,890699,477,363,88.5
2726,405908,1997-08-11,322760,2046,10,6.25
2727,162447,1997-08-12,598527,1132,1171,4500.0
2728,25724,1997-08-13,108959,2524,1061,40.5
2729,569222,1997-08-14,659026,2524,2273,5.75
2730,650742,1997-08-15,796057,2290,3386,91.25
2731,994478,1997-08-15,542933,2607,3053,155.0
2732,440882,1997-08-16,191482,3146,943,23.5
2733,75069,1997-08-18,539823,1511,2539,5.75
2734,569788,1997-08-18,208044,1768,1809,5.95
2735,123467,1997-08-18,747580,2603,2421,29.25
2736,462916,1997-08-21,155502,230,3596,350.0
2737,740137,1997-08-21,689473,1743,749,1000.0
2738,770444,1997-08-22,52953,3417,896,46.5
2739,429150,1997-08-23,451812,3531,2981,96.5
2740,292966,1997-08-23,774278,2282,2539,5.75
2741,111799,1997-08-23,126407,1453,3182,95.95
2742,101116,1997-08-25,574732,3538,1204,66.95
2743,318057,1997-08-25,724352,2556,1290,6.95
2744,82421,1997-08-26,561455,1961,2237,66.95
2745,90075,1997-08-29,906859,403,1591,75.75
2746,718974,1997-08-30,627597,2012,1600,37.75
2747,767471,1997-08-30,915209,1055,3521,8.75
2748,101575,1997-08-30,829901,2628,2569,24.25
2749,53974,1997-08-31,149909,3839,3787,125.0
2750,101456,1997-08-31,148627,2182,3595,450.0
2751,488655,1997-09-03,683333,1137,3809,56.75
2752,5106,1997-09-03,63242,2173,3020,54.25
2753,326926,1997-09-03,326523,3839,943,23.5
2754,124693,1997-09-03,333366,1695,1451,72.25
2755,120002,1997-09-05,706755,2978,4171,7.75
2756,817582,1997-09-05,189174,3877,1290,6.95
2757,674683,1997-09-05,227057,3860,3803,62.5
2758,125090,1997-09-06,575553,2978,1550,64.95
2759,668955,1997-09-07,464413,2838,3724,39.95
2760,241054,1997-09-09,638980,2079,4538,49.95
2761,472462,1997-09-09,814966,1695,3857,39.95
2762,984062,1997-09-10,173965,2826,4171,7.75
2763,349338,1997-09-10,142474,3146,288,50.5
2764,258351,1997-09-12,201021,841,3649,64.95
2765,753117,1997-09-12,154764,1004,3255,87.25
2766,937016,1997-09-13,796095,69,3795,85000.0
2767,836833,1997-09-13,740124,2198,2902,62.95
2768,396690,1997-09-15,711452,2843,475,8.75
2769,329261,1997-09-16,141237,196,707,199.0
2770,814045,1997-09-16,992930,1384,2909,77.95
2771,865894,1997-09-17,5542,1490,2765,54.75
2772,573274,1997-09-17,10403,2988,2884,3000.0
2773,331184,1997-09-19,108959,2182,1911,6.95
2774,801344,1997-09-19,811015,3839,3737,42.95
2775,432594,1997-09-21,339162,619,2729,45.25
2776,250844,1997-09-23,78704,2012,2821,17.95
2777,701261,1997-09-23,930243,1975,3016,46.5
2778,548947,1997-09-24,364856,3531,3643,132.0
2779,372845,1997-09-26,329195,2437,1600,37.75
2780,358398,1997-09-28,483696,3256,1959,26.95
2781,913140,1997-09-28,216238,984,1765,199.0
2782,870110,1997-09-29,106163,823,3939,32.5
2783,556763,1997-09-29,420070,1048,2014,5.75
2784,140525,1997-09-30,465634,974,1470,76.75
2785,257470,1997-09-30,994146,779,1869,69.75
2786,194933,1997-10-01,825752,1213,1081,30.25
2787,926399,1997-10-02,941209,230,1268,52.95
2788,26252,1997-10-05,889029,3877,2481,110.0
2789,523308,1997-10-05,24680,1384,3861,126.0
2790,106101,1997-10-05,704755,1055,1631,51.5
2791,35103,1997-10-06,627597,1004,1457,45.25
2792,43522,1997-10-07,957043,1453,3659,34.95
2793,893081,1997-10-10,412836,10,1125,53.25
2794,987889,1997-10-11,787600,3538,3553,56.75
2795,614826,1997-10-11,751395,1205,4556,48.25
2796,330119,1997-10-12,459917,2198,3380,24.95
2797,731320,1997-10-13,7320,2482,3744,199.0
2798,61610,1997-10-14,97285,2988,2584,79.25
2799,651496,1997-10-15,981476,2988,4065,54.5
2800,660124,1997-10-16,63242,2306,4542,71.25
2801,893282,1997-10-17,438849,2193,3939,32.5
2802,895785,1997-10-18,158960,1048,3897,94.95
2803,384253,1997-10-20,174454,1055,3312,46.25
2804,988558,1997-10-22,222383,497,1614,1250.0
2805,890450,1997-10-24,575938,3396,2520,5.75
2806,835393,1997-10-27,229734,409,4613,235.0
2807,207679,1997-10-28,394216,1743,773,51.75
2808,210973,1997-10-29,940016,1416,2766,46.25
2809,663307,1997-10-30,955006,1511,540,55.75
2810,848213,1997-10-30,24680,3531,914,49.95
2811,769321,1997-10-30,370093,3136,1414,4.5
2812,880404,1997-10-31,397857,3146,3449,64.95
2813,359345,1997-10-31,760032,595,3992,84.25
2814,922646,1997-11-02,861320,1132,1395,750.0
2815,111218,1997-11-02,958659,1440,407,120.0
2816,126554,1997-11-03,343800,2336,413,1250.0
2817,942213,1997-11-07,12306,1004,3311,56.75
2818,281608,1997-11-07,816380,3573,2975,65.5
2819,37464,1997-11-09,97285,3540,1110,99.95
2820,749251,1997-11-11,484237,1942,3410,11250.0
2821,650995,1997-11-12,277832,2306,1158,4.95
2822,52661,1997-11-12,248818,2988,4363,225.0
2823,350501,1997-11-12,97285,1975,2180,250.0
2824,47490,1997-11-13,602544,1453,4203,5.75
2825,970441,1997-11-13,905634,3256,3080,700.0
2826,633975,1997-11-14,540904,2282,608,30.5
2827,593620,1997-11-15,565086,1768,3010,96.5
2828,943991,1997-11-15,932343,575,4056,350.0
2829,519144,1997-11-16,390359,823,539,85000.0
2830,487190,1997-11-16,556899,2954,898,24.95
2831,319301,1997-11-17,152520,3531,457,350.0
2832,454743,1997-11-19,359492,159,2191,65.5
2833,19840,1997-11-21,819349,2176,3135,115.0
2834,308155,1997-11-22,178082,3338,554,170.0
2835,293477,1997-11-23,751395,993,704,7.25
2836,471552,1997-11-23,17696,1695,313,99.95
2837,542275,1997-11-23,711452,2173,4056,350.0
2838,497117,1997-11-24,490747,2306,595,72.25
2839,640605,1997-11-25,264525,3508,557,61.5
2840,821640,1997-11-26,122909,3338,4384,390.0
2841,802197,1997-11-26,619300,2075,4200,96.95
2842,41048,1997-11-27,276736,2193,1063,4.95
2843,621272,1997-11-28,173965,3360,2199,99.95
2844,891256,1997-11-28,796057,69,4612,75.95
2845,172203,1997-11-30,546540,1416,3774,22.5
2846,617469,1997-11-30,501821,2198,879,65.5
2847,228248,1997-12-02,227681,2176,1439,265.0
2848,763954,1997-12-03,487641,2628,488,500.0
2849,125824,1997-12-03,458599,3636,3917,66.5
2850,176749,1997-12-04,265696,2046,2551,59.5
2851,736606,1997-12-04,821186,783,2062,55.5
2852,625643,1997-12-05,288007,2628,4631,54.95
2853,1291,1997-12-06,753998,159,1798,178.0
2854,783305,1997-12-06,47830,2127,2058,96.75
2855,754833,1997-12-08,636882,1768,4558,182.0
2856,303820,1997-12-08,991336,3573,3216,7.5
2857,47131,1997-12-08,326804,3839,3035,153.0
2858,172328,1997-12-12,918362,3256,3123,122.0
2859,457753,1997-12-13,313099,409,512,93.25
2860,446,1997-12-14,670236,2843,4093,119.0
2861,98122,1997-12-17,572913,2482,1037,125.0
2862,18419,1997-12-18,808452,2127,844,39.25
2863,615491,1997-12-18,23729,1213,2130,46.75
2864,267656,1997-12-20,416864,403,2791,39.95
2865,403270,1997-12-20,862707,3860,897,55.25
2866,964936,1997-12-21,99356,2556,2309,46.5
2867,679701,1997-12-21,593468,1978,777,74.95
2868,826497,1997-12-23,864681,3412,1481,74.95
2869,217602,1997-12-24,575553,3417,906,61.95
2870,671281,1997-12-27,754189,3412,1886,107.0
2871,638005,1997-12-28,412836,2988,3574,56.75
2872,914864,1997-12-30,783828,2978,175,2.5
2873,888087,1997-12-31,753998,3338,2627,65.75
2874,615907,1998-01-01,5542,575,1126,49.5
2875,88073,1998-01-02,26041,3924,3767,120.0
2876,92157,1998-01-04,817007,841,2980,299.0
2877,559257,1998-01-05,585869,3839,87,42.95
2878,821878,1998-01-07,769692,2182,2035,23.95
2879,88896,1998-01-07,147775,974,37,107.0
2880,957570,1998-01-09,4457,2437,3075,78.25
2881,354052,1998-01-10,396969,2079,28,4.95
2882,884476,1998-01-10,741605,1213,179,65.5
2883,880488,1998-01-10,397084,3508,2919,139.0
2884,23163,1998-01-13,953727,619,254,32.75
2885,747953,1998-01-13,649754,2290,3307,700.0
2886,273518,1998-01-14,325467,2336,1477,57.25
2887,538104,1998-01-15,99356,2524,2734,110.0
2888,435652,1998-01-15,863170,1384,3712,3000.0
2889,147961,1998-01-15,935756,1048,1785,25.5
2890,902074,1998-01-15,779857,2198,284,375.0
2891,228295,1998-01-17,796057,3417,93,54.5
2892,416851,1998-01-17,386695,3636,404,45.25
2893,964441,1998-01-18,937717,1384,2335,7.5
2894,12029,1998-01-20,98855,3877,3798,450.0
2895,220092,1998-01-21,909665,2079,2431,500.0
2896,396658,1998-01-22,269617,575,4413,48.95
2897,762327,1998-01-22,675439,619,3967,40.75
2898,599399,1998-01-22,400998,10,3606,65.5
2899,257408,1998-01-23,233509,3161,1749,82.75
2900,511609,1998-01-24,456317,2559,2905,44.75
2901,439856,1998-01-25,477470,984,4657,20.75
2902,584598,1998-01-25,942152,2075,214,25.25
2903,159360,1998-01-27,321435,1384,2033,7.5
2904,357826,1998-01-28,395001,672,4603,5.75
2905,549418,1998-01-28,794090,2182,2310,65.5
2906,840676,1998-01-29,483359,3338,2025,1000.0
2907,884562,1998-01-29,750019,477,1501,150000.0
2908,744052,1998-01-30,476986,2843,4115,71.25
2909,263208,1998-01-30,833463,1978,4435,79.95
2910,99846,1998-01-31,70040,2193,128,13.95
2911,953455,1998-02-01,872476,3161,1812,1200.0
2912,923439,1998-02-01,511663,3412,453,365.0
2913,960159,1998-02-01,623970,1205,3811,94.5
2914,926077,1998-02-02,494482,3538,1367,41.5
2915,691338,1998-02-05,73047,230,1698,199.0
2916,816834,1998-02-06,877502,2182,2763,1500.0
2917,368860,1998-02-07,995822,1205,344,4.75
2918,580818,1998-02-08,367571,993,1588,4.95
2919,320401,1998-02-09,559597,823,2493,99.95
2920,85604,1998-02-09,395001,2176,4175,30000.0
2921,321550,1998-02-11,997059,1137,3421,96.75
2922,611549,1998-02-11,378050,598,3091,62.75
2923,783836,1998-02-11,794741,2327,1926,155.0
2924,376620,1998-02-13,654701,2838,2981,96.5
2925,10171,1998-02-14,592113,900,1458,64.5
2926,707004,1998-02-15,574456,3360,2062,55.5
2927,867620,1998-02-18,410674,2176,1055,5.25
2928,755065,1998-02-19,107629,3412,1729,68.5
2929,522858,1998-02-19,207573,1453,4471,3650.0
2930,554199,1998-02-19,239930,3417,2981,96.5
2931,988723,1998-02-20,776343,69,3692,74.75
2932,338568,1998-02-20,504908,881,1758,82.75
2933,646001,1998-02-21,386695,1768,1326,175.0
2934,265196,1998-02-22,378177,823,3434,46.75
2935,132703,1998-02-22,832489,1511,1547,65.5
2936,264395,1998-02-24,576870,2669,2134,45.5
2937,261391,1998-02-25,775497,984,1006,2.25
2938,63188,1998-02-25,995822,2954,2534,67.5
2939,238047,1998-02-28,731670,1768,832,82.75
2940,886644,1998-02-28,353756,10,2527,699.0
2941,425126,1998-03-01,539823,2290,1978,201.0
2942,736231,1998-03-02,854433,900,446,5.75
2943,859383,1998-03-04,110707,2556,3275,22.5
2944,375588,1998-03-05,504908,1205,437,48.25
2945,15002,1998-03-07,612235,1416,3017,275.0
2946,211077,1998-03-08,11031,595,2061,37.75
2947,234744,1998-03-08,401501,595,2698,54.5
2948,450287,1998-03-08,637035,2173,2081,142.0
2949,854041,1998-03-10,974005,403,1862,14.25
2950,214032,1998-03-11,706362,3146,1357,75.75
2951,835868,1998-03-11,913456,3256,117,218.0
2952,962811,1998-03-12,393395,2838,3135,115.0
2953,245487,1998-03-13,416864,2433,3289,49.95
2954,268543,1998-03-13,141237,1384,2523,22.5
2955,304527,1998-03-15,60268,159,3862,140.0
2956,283712,1998-03-16,40694,1440,1037,125.0
2957,769314,1998-03-16,218180,900,1887,4.95
2958,516979,1998-03-17,925064,3265,324,31.75
2959,460068,1998-03-18,197221,2046,1709,19.25
2960,910675,1998-03-19,147775,2437,3519,66.5
2961,188376,1998-03-21,429728,2127,4234,76.75
2962,693799,1998-03-22,992644,2198,1648,22.5
2963,273761,1998-03-23,372820,2838,1581,250.0
2964,567634,1998-03-24,872476,497,3689,41.5
2965,348295,1998-03-24,612980,2954,2583,78.5
2966,579611,1998-03-24,702787,2173,4074,37.95
2967,734902,1998-03-24,744996,1213,988,41.95
2968,29058,1998-03-26,275711,2306,397,6.75
2969,25974,1998-03-30,840649,1055,2276,72.25
2970,170437,1998-03-30,627597,2306,3306,69.95
2971,707393,1998-03-30,866315,2012,2949,69.95
2972,403417,1998-03-31,425062,1978,2857,56.95
2973,824019,1998-04-01,435523,3860,1677,11.95
2974,325658,1998-04-02,987975,984,2598,39.95
2975,542716,1998-04-03,310940,2826,2152,5.75
2976,209956,1998-04-03,160318,1961,4632,94.95
2977,462259,1998-04-03,353756,3538,4082,7500.0
2978,877403,1998-04-05,783220,3924,1034,11000.0
2979,891565,1998-04-06,531442,575,3651,31.95
2980,330775,1998-04-06,296306,2524,4566,175.0
2981,687494,1998-04-07,522286,403,4496,11.25
2982,498041,1998-04-07,440815,619,3732,40.95
2983,175760,1998-04-08,907811,3531,3258,87.25
2984,840889,1998-04-09,627957,3146,2116,69.95
2985,17302,1998-04-09,944573,196,1606,105.0
2986,105664,1998-04-11,312641,2826,7,86.95
2987,600625,1998-04-11,207796,3417,2146,86.95
2988,190805,1998-04-11,487641,779,2388,8.95
2989,978743,1998-04-12,865401,1978,3931,2000.0
2990,325894,1998-04-15,925064,1004,3950,48.95
2991,354,1998-04-15,156130,3360,3726,65.5
2992,322650,1998-04-17,697022,3839,3762,51.5
2993,870934,1998-04-18,434300,1213,392,173.0
2994,490108,1998-04-19,747580,2075,2800,84.95
2995,40410,1998-04-20,955006,2988,3680,225.0
2996,513257,1998-04-20,438849,1453,4004,69.95
2997,782512,1998-04-20,337010,3561,3073,63.5
2998,107924,1998-04-21,310940,2628,829,51.25
2999,779693,1998-04-22,803429,3540,1188,202.0
3000,114780,1998-04-26,397857,2482,3025,103.0
3001,967523,1998-04-28,985543,1248,1586,91.5
3002,808728,1998-05-01,250499,1137,4022,44.95
3003,526931,1998-05-01,302154,1048,3959,91.25
3004,542712,1998-05-02,852735,672,2940,82.75
3005,892840,1998-05-04,624141,1961,3009,72.5
3006,863440,1998-05-04,883524,2163,756,49.95
3007,475406,1998-05-06,701570,2954,3071,3.5
3008,259063,1998-05-08,862245,779,901,10.25
3009,926337,1998-05-08,742520,1440,3939,32.5
3010,142619,1998-05-10,416864,3924,2406,7.25
3011,486164,1998-05-10,500139,672,944,117.0
3012,522080,1998-05-11,753998,2826,708,41.5
3013,533407,1998-05-11,308774,2607,1785,25.5
3014,600577,1998-05-11,393395,2838,3930,24.95
3015,394816,1998-05-12,955006,1453,2711,108.0
3016,365669,1998-05-13,377818,3561,3963,79.95
3017,390174,1998-05-14,824974,69,2356,41.5
3018,746665,1998-05-14,543325,3338,1983,76.95
3019,526928,1998-05-15,747956,2826,3772,4.95
3020,358405,1998-05-16,248818,2669,1713,54.95
3021,398425,1998-05-17,992573,3256,3602,3.25
3022,125567,1998-05-18,840735,2198,2008,50.5
3023,163034,1998-05-21,213386,159,641,4.75
3024,856348,1998-05-21,802036,196,3956,3500.0
3025,495542,1998-05-22,441937,3302,488,500.0
3026,981684,1998-05-22,794090,159,323,4500.0
3027,437531,1998-05-22,507759,3396,4090,49.95
3028,910389,1998-05-22,396312,3412,710,40.5
3029,111212,1998-05-24,264525,2336,4523,62.95
3030,920260,1998-05-26,653062,2843,1750,99.95
3031,452663,1998-05-29,517559,3256,4026,99.95
3032,779438,1998-05-30,517440,403,4526,61.75
3033,264851,1998-05-31,63663,598,2142,135.0
3034,173511,1998-05-31,879608,2978,1940,10.75
3035,457671,1998-05-31,261073,1942,431,23.95
3036,766575,1998-06-01,282676,1248,4308,54.95
3037,544194,1998-06-01,144871,403,4143,54.95
3038,376275,1998-06-03,819349,3538,676,64.95
3039,605577,1998-06-03,103076,230,4282,105.0
3040,419076,1998-06-03,690099,1978,4589,4.25
3041,481751,1998-06-04,957043,2176,150,46.95
3042,594855,1998-06-05,481626,1961,1810,121.0
3043,853042,1998-06-05,501612,497,2838,10000.0
3044,489512,1998-06-07,697022,2198,2864,51.95
3045,851049,1998-06-09,154863,159,3886,46.75
3046,100387,1998-06-11,304419,477,73,32.5
3047,247921,1998-06-12,812992,2176,3248,242.0
3048,472962,1998-06-13,108959,159,2487,39.95
3049,960700,1998-06-14,686586,477,3933,69.95
3050,966735,1998-06-14,477470,2954,3558,2000.0
3051,239343,1998-06-15,743338,3540,3741,142.0
3052,728036,1998-06-15,729681,3417,3470,247.0
3053,82407,1998-06-17,35593,2954,4091,94.5
3054,426206,1998-06-18,442511,2607,4111,81.25
3055,993104,1998-06-18,312641,2433,2533,76.5
3056,672764,1998-06-19,903309,3924,650,19.75
3057,102778,1998-06-20,791435,1961,1156,67.5
3058,151587,1998-06-21,255621,477,1429,49.95
3059,781229,1998-06-21,595475,10,20,430.0
3060,941058,1998-06-25,753385,3161,229,34.95
3061,356127,1998-06-26,753385,10,4484,252.0
3062,122726,1998-06-28,373886,3839,85,5.95
3063,249356,1998-06-28,673700,3538,2547,33.5
3064,285547,1998-06-29,657262,841,2814,85.25
3065,148910,1998-06-29,848033,69,3768,6.5
3066,141432,1998-07-01,73047,2954,43,89.95
3067,885091,1998-07-02,184160,159,3448,51.25
3068,646498,1998-07-02,744415,403,2417,84.95
3069,530664,1998-07-03,239156,3531,4361,6.25
3070,338005,1998-07-05,963516,3338,1201,399.0
3071,82816,1998-07-05,304182,1453,2640,48.95
3072,359050,1998-07-07,269617,2838,3640,25.25
3073,583318,1998-07-08,593365,619,2613,19.75
3074,47616,1998-07-08,222383,2198,3575,17.95
3075,177479,1998-07-08,593071,1416,169,7.25
3076,722950,1998-07-09,236160,3839,2480,2.25
3077,915663,1998-07-09,935293,2556,126,149.0
3078,547633,1998-07-10,906859,3302,4467,107.0
3079,166556,1998-07-11,967760,1055,2063,7.25
3080,109495,1998-07-12,628414,2556,1047,61.75
3081,903071,1998-07-13,913456,3161,2050,49.95
3082,916487,1998-07-16,779857,1416,2252,9.95
3083,368453,1998-07-16,83916,984,1679,64.5
3084,974030,1998-07-17,464413,2327,3181,9.95
3085,511937,1998-07-17,982515,3412,4381,133.0
3086,160355,1998-07-18,406000,3161,3635,1100.0
3087,735627,1998-07-19,834257,409,4169,505.0
3088,314865,1998-07-21,17696,2075,2222,54.5
3089,760656,1998-07-21,23729,3396,4379,44.75
3090,152577,1998-07-22,959461,598,1815,64.95
3091,341643,1998-07-23,20042,1695,3585,86.95
3092,651019,1998-07-24,227681,2838,3552,45.75
3093,148961,1998-07-25,106163,3338,4317,500.0
3094,88399,1998-07-28,218180,3396,1615,225.0
3095,730665,1998-07-29,678765,2559,2275,1500.0
3096,577028,1998-07-30,832825,3508,547,53.75
3097,243690,1998-08-01,417312,3161,3440,5.75
3098,367324,1998-08-06,785039,1440,4021,104.0
3099,829306,1998-08-06,537538,2282,337,62.25
3100,325077,1998-08-07,786520,1695,1430,89.95
3101,935729,1998-08-11,743406,1137,2124,44.95
3102,160618,1998-08-13,307771,1004,4156,66.75
3103,53208,1998-08-13,17696,2838,4644,5.95
3104,197232,1998-08-14,406835,3924,3642,3.75
3105,37289,1998-08-15,627597,783,1482,125.0
3106,474289,1998-08-16,513636,3136,4581,56.95
3107,167167,1998-08-17,61299,575,1054,76.95
3108,82086,1998-08-17,915596,1975,2480,2.25
3109,27536,1998-08-19,925716,3265,544,88.25
3110,637717,1998-08-20,779857,1961,1906,7.25
3111,373393,1998-08-20,277255,2046,640,15000.0
3112,423279,1998-08-21,829901,2079,2093,91.25
3113,817268,1998-08-22,313099,984,3147,45.25
3114,808360,1998-08-22,240028,1511,1569,158.0
3115,815894,1998-08-24,16072,1055,45,50.25
3116,922672,1998-08-25,575938,984,2164,35.5
3117,244285,1998-08-26,663319,2482,593,71.95
3118,604295,1998-08-27,123407,3146,1724,64.95
3119,712018,1998-08-27,750019,1048,667,55.95
3120,647675,1998-08-27,662347,159,1547,65.5
3121,116135,1998-08-28,692604,2559,3920,65.95
3122,656702,1998-08-30,294215,3860,4094,59.95
3123,545994,1998-09-01,584052,841,396,350.0
3124,634689,1998-09-01,731670,409,3608,36.95
3125,122650,1998-09-01,182761,3573,4064,87.75
3126,194600,1998-09-01,423069,1978,490,3.75
3127,208509,1998-09-01,666905,2075,1867,299.0
3128,652785,1998-09-03,563214,2033,1377,225.0
3129,136917,1998-09-04,775497,477,1258,250.0
3130,685913,1998-09-04,182161,1004,1623,62.95
3131,432505,1998-09-05,189154,598,1906,7.25
3132,458184,1998-09-07,389492,3360,3112,165.0
3133,269363,1998-09-08,779857,779,937,76.5
3134,974642,1998-09-08,367571,1055,2226,120.0
3135,554198,1998-09-09,610253,3136,663,3000.0
3136,410471,1998-09-11,513068,575,1775,46.75
3137,604862,1998-09-12,227681,10,1304,4500.0
3138,304298,1998-09-12,807031,159,2667,61.75
3139,637818,1998-09-13,265878,1961,2891,22.5
3140,849591,1998-09-14,76922,2176,1459,2.75
3141,589341,1998-09-16,730193,2336,3585,86.95
3142,971090,1998-09-16,925716,1743,322,55.25
3143,988862,1998-09-18,834257,2182,3562,73.95
3144,290123,1998-09-18,389754,993,2492,600.0
3145,380588,1998-09-18,339867,69,512,93.25
3146,89442,1998-09-19,564227,69,1800,2.95
3147,484245,1998-09-22,620212,3256,2772,250.0
3148,377613,1998-09-24,833463,3540,3604,63.5
3149,719574,1998-09-26,73047,2607,4176,25.5
3150,721729,1998-09-26,466711,1248,3940,75.95
3151,574297,1998-09-26,122092,2198,1270,1100.0
3152,77285,1998-09-27,791435,779,3399,65.25
3153,132902,1998-09-28,255621,2607,1701,4.95
3154,608860,1998-09-28,294215,3161,2020,45.5
3155,232857,1998-10-01,531442,1048,4310,160.0
3156,453344,1998-10-02,211972,1132,4581,56.95
3157,301688,1998-10-02,437985,1416,1593,99.95
3158,846606,1998-10-04,5303,1768,682,49.95
3159,632070,1998-10-04,325467,619,47,81.5
3160,883589,1998-10-04,575938,2978,2567,90.95
3161,3770,1998-10-05,5303,159,1789,199.0
3162,703692,1998-10-05,655155,196,2285,33.5
3163,666996,1998-10-06,18084,2559,3281,59.95
3164,304619,1998-10-06,618361,2012,1813,36.25
3165,520365,1998-10-06,59293,2198,152,89.95
3166,497634,1998-10-07,288007,779,4657,20.75
3167,65838,1998-10-09,760032,900,1456,51.75
3168,829875,1998-10-12,466441,2282,1249,5.95
3169,619530,1998-10-14,340454,196,2027,99.95
3170,310484,1998-10-16,967387,1695,411,39.95
3171,899534,1998-10-19,373886,1695,3804,37.75
3172,335614,1998-10-19,98855,595,3827,199.0
3173,744306,1998-10-19,330242,881,3574,56.75
3174,755010,1998-10-19,69088,1978,2998,5.95
3175,185549,1998-10-20,517875,1416,1684,49.95
3176,47878,1998-10-22,715881,1132,4423,49.95
3177,795222,1998-10-23,748346,2433,1444,49.95
3178,204148,1998-10-25,189174,3256,1902,3.95
3179,375552,1998-10-26,834257,196,598,5.75
3180,23357,1998-10-28,240028,2079,2821,17.95
3181,750830,1998-10-28,196129,1978,56,30.25
3182,325334,1998-10-29,865401,3538,1405,8.25
3183,136969,1998-10-31,803915,779,3362,9.25
3184,438268,1998-10-31,122909,1453,2972,6.75
3185,196162,1998-11-03,301331,2669,2889,28.95
3186,955603,1998-11-04,122032,3636,2520,5.75
3187,2295,1998-11-04,222383,984,2739,5.95
3188,796401,1998-11-04,189154,3396,1820,1250.0
3189,824268,1998-11-06,298661,3573,3586,139.0
3190,257090,1998-11-06,501821,409,2108,4.25
3191,359343,1998-11-07,546491,2669,1105,2250.0
3192,983274,1998-11-08,218781,3877,623,54.5
3193,935814,1998-11-09,184160,2046,3098,29.25
3194,315369,1998-11-09,94186,2954,1771,102.0
3195,353495,1998-11-10,327199,403,1745,4.25
3196,962335,1998-11-10,158960,2826,2361,74.95
3197,888835,1998-11-10,175886,3538,2088,88.95
3198,759903,1998-11-12,733527,1132,880,82.75
3199,556486,1998-11-12,934946,3256,466,199.0
3200,557610,1998-11-12,412836,3636,531,4.75
3201,35331,1998-11-13,803915,2079,2527,699.0
3202,88083,1998-11-14,794090,1248,1524,39.95
3203,864381,1998-11-16,420595,2079,3732,40.95
3204,858692,1998-11-17,371896,3360,3114,11.95
3205,847087,1998-11-17,519264,1213,2581,1000.0
3206,395047,1998-11-17,781764,3161,1194,99.95
3207,701793,1998-11-18,459917,3793,950,84.75
3208,351032,1998-11-19,84145,1248,452,39.95
3209,430800,1998-11-20,394216,196,3125,45.5
3210,734836,1998-11-21,829901,1768,1052,5.95
3211,181971,1998-11-22,234345,1978,4327,3.75
3212,789745,1998-11-23,785039,403,3889,265.0
3213,144798,1998-11-24,920331,779,3971,170.0
3214,310049,1998-11-24,814322,1213,2343,7500.0
3215,795548,1998-11-25,378199,974,4403,4.95
3216,118408,1998-11-25,70533,2327,3434,46.75
3217,445433,1998-11-25,248417,10,1897,49.95
3218,419922,1998-11-26,116723,2838,1347,399.0
3219,80043,1998-11-27,635213,3793,4575,47.25
3220,695048,1998-11-27,531449,3636,162,3.25
3221,941869,1998-11-28,935506,3265,2851,76.5
3222,747933,1998-11-28,306131,497,3194,435.0
3223,862384,1998-11-29,686586,1768,1110,99.95
3224,970380,1998-11-29,741605,1137,1840,20.75
3225,231137,1998-11-30,959842,230,2239,73.95
3226,181770,1998-11-30,359492,3161,1641,69.75
3227,266972,1998-12-01,239755,3417,1957,37.75
3228,146998,1998-12-01,541781,159,2485,5.75
